grove_voc1,grove_no2,grove_eth,grove_co,ens_tvoc,ens_co2,temperature,pressure,altitude,humidity,"label
"
1.57,1.14,1.40,2.11,0.00,0.00,26.87,98859.75,207.30,15.38,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.87,98860.00,207.28,15.43,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.87,98858.97,207.37,15.41,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.87,98859.06,207.36,15.39,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.87,98862.25,207.09,15.50,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.87,98858.29,207.43,15.49,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.87,98860.10,207.27,15.49,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.87,98862.85,207.04,15.48,"ambient
"
1.57,1.14,1.40,2.12,0.00,0.00,26.86,98866.21,206.75,15.47,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.87,98863.11,207.02,15.45,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.87,98861.13,207.19,15.43,"ambient
"
1.57,1.15,1.40,2.12,0.00,0.00,26.87,98859.67,207.31,15.40,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.87,98860.52,207.24,15.25,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.87,98858.64,207.40,15.30,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.87,98857.52,207.49,15.21,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.87,98859.75,207.30,15.30,"ambient
"
1.57,1.15,1.40,2.12,0.00,0.00,26.87,98858.98,207.37,15.25,"ambient
"
1.57,1.15,1.40,2.12,0.00,0.00,26.87,98858.38,207.42,15.18,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.87,98857.70,207.48,15.23,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.87,98857.52,207.49,15.24,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.86,98858.30,207.43,15.22,"ambient
"
1.57,1.14,1.40,2.12,0.00,0.00,26.86,98860.03,207.28,15.22,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.86,98858.74,207.39,15.23,"ambient
"
1.57,1.14,1.40,2.12,0.00,0.00,26.86,98857.71,207.48,15.22,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.86,98856.92,207.54,15.23,"ambient
"
1.57,1.14,1.40,2.12,0.00,0.00,26.86,98858.64,207.40,15.23,"ambient
"
1.57,1.14,1.40,2.12,0.00,0.00,26.87,98860.78,207.22,15.24,"ambient
"
1.57,1.14,1.40,2.12,0.00,0.00,26.86,98858.13,207.44,15.24,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.86,98856.50,207.58,15.24,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.86,98856.50,207.58,15.21,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.86,98855.65,207.65,15.26,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.86,98856.16,207.61,15.19,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.86,98858.13,207.44,15.30,"ambient
"
1.57,1.14,1.40,2.12,0.00,0.00,26.86,98857.44,207.50,15.21,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.86,98857.71,207.48,15.25,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.86,98859.17,207.35,15.25,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.86,98858.32,207.42,15.19,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.86,98859.69,207.31,15.18,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.86,98857.21,207.52,15.18,"ambient
"
1.57,1.14,1.40,2.12,0.00,0.00,26.86,98857.28,207.51,15.18,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.86,98855.65,207.65,15.18,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.86,98857.80,207.47,15.18,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.86,98857.11,207.53,15.18,"ambient
"
1.57,1.15,1.40,2.12,0.00,0.00,26.86,98854.10,207.78,15.17,"ambient
"
1.57,1.15,1.40,2.12,0.00,0.00,26.85,98855.60,207.65,15.15,"ambient
"
1.56,1.15,1.40,2.12,0.00,0.00,26.86,98857.97,207.45,15.14,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.86,98858.06,207.44,15.18,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.85,98855.95,207.62,15.14,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.86,98857.46,207.50,15.15,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.85,98856.46,207.58,15.22,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.86,98857.54,207.49,15.16,"ambient
"
1.56,1.15,1.39,2.11,0.00,0.00,26.86,98859.17,207.35,15.16,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.85,98857.50,207.49,15.16,"ambient
"
1.56,1.14,1.40,2.12,0.00,0.00,26.85,98856.64,207.57,15.16,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.85,98856.13,207.61,15.16,"ambient
"
1.57,1.14,1.40,2.12,0.00,0.00,26.85,98856.13,207.61,15.16,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.85,98857.33,207.51,15.16,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.85,98858.28,207.43,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.85,98857.92,207.46,15.16,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.85,98857.85,207.46,15.16,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.85,98857.92,207.46,15.16,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.85,98857.92,207.46,15.13,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.85,98858.88,207.38,15.18,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.85,98858.62,207.40,15.19,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.85,98856.56,207.57,15.13,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.85,98856.64,207.57,15.15,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.85,98857.67,207.48,15.10,"ambient
"
1.57,1.14,1.39,2.11,0.00,0.00,26.85,98860.00,207.28,15.13,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.85,98855.19,207.69,15.16,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.84,98854.69,207.73,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98857.69,207.48,15.16,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.84,98856.66,207.56,15.16,"ambient
"
1.57,1.14,1.39,2.11,0.00,0.00,26.84,98854.42,207.75,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.85,98855.71,207.65,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98856.32,207.59,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.85,98857.60,207.48,15.16,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.84,98856.32,207.59,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98860.61,207.23,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98859.33,207.34,15.18,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.84,98857.19,207.52,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98857.71,207.48,15.17,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98858.03,207.45,15.24,"ambient
"
1.57,1.14,1.40,2.11,0.00,0.00,26.84,98858.13,207.44,15.14,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98858.30,207.43,15.13,"ambient
"
1.56,1.14,1.39,2.11,0.00,0.00,26.84,98854.00,207.79,15.18,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98855.21,207.69,15.18,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98857.96,207.46,15.18,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98854.41,207.76,15.18,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98856.15,207.61,15.18,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98852.46,207.92,15.18,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98854.70,207.73,15.18,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98856.41,207.58,15.18,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98858.74,207.39,15.18,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98856.13,207.61,15.19,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98855.89,207.63,15.17,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98853.89,207.80,15.18,"ambient
"
1.56,1.14,1.40,2.12,0.00,0.00,26.84,98856.33,207.59,15.22,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98856.30,207.60,15.18,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98856.47,207.58,15.10,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98858.65,207.39,15.11,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98856.07,207.61,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98855.88,207.63,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98856.32,207.59,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98856.99,207.54,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98858.88,207.38,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98857.96,207.45,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98856.25,207.60,15.16,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98854.41,207.76,15.15,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98857.33,207.51,15.14,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98857.96,207.45,15.10,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98856.64,207.57,15.10,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98857.62,207.48,15.13,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98856.25,207.60,15.14,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98857.28,207.51,15.10,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98858.56,207.40,15.10,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.84,98859.50,207.32,15.09,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98858.88,207.38,15.10,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.82,98856.24,207.60,15.09,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.82,98855.54,207.66,15.09,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98856.49,207.58,15.09,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98857.00,207.53,15.09,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98857.42,207.50,15.09,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98860.60,207.23,15.08,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.83,98857.77,207.47,15.08,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.83,98858.36,207.42,15.07,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.83,98857.94,207.46,15.02,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.83,98859.07,207.36,15.10,"ambient
"
1.56,1.15,1.40,2.12,0.00,0.00,26.83,98856.49,207.58,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.83,98854.85,207.72,15.10,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.83,98855.63,207.65,15.07,"ambient
"
1.56,1.15,1.40,2.12,0.00,0.00,26.83,98855.11,207.70,15.07,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.83,98856.49,207.58,15.06,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98857.10,207.53,15.06,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98854.60,207.74,15.06,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98854.26,207.77,15.06,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98853.32,207.85,15.06,"ambient
"
1.56,1.15,1.41,2.11,0.00,0.00,26.82,98854.17,207.78,15.04,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.82,98857.71,207.48,15.04,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98856.15,207.61,15.04,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98853.32,207.85,15.04,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98854.86,207.72,15.03,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98855.21,207.69,15.03,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98856.67,207.56,15.04,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98855.72,207.64,15.03,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98854.86,207.72,15.06,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98855.72,207.64,15.04,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98857.01,207.53,15.01,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98858.65,207.39,15.04,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98857.10,207.53,15.00,"ambient
"
1.56,1.14,1.40,2.10,0.00,0.00,26.82,98855.47,207.67,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98857.36,207.51,15.00,"ambient
"
1.56,1.14,1.40,2.12,0.00,0.00,26.81,98857.07,207.53,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98859.89,207.29,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98855.60,207.66,15.00,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.82,98857.53,207.49,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98855.38,207.67,15.00,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.82,98858.05,207.45,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.81,98855.77,207.64,14.94,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.82,98856.67,207.56,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.82,98856.85,207.55,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.82,98855.99,207.62,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.82,98856.85,207.55,15.01,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.82,98856.07,207.61,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.82,98858.22,207.43,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.81,98859.03,207.36,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.81,98856.39,207.59,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.81,98856.39,207.59,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.81,98856.13,207.61,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.81,98855.19,207.69,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.81,98855.86,207.63,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.81,98854.91,207.71,14.99,"ambient
"
1.56,1.14,1.40,2.11,0.00,0.00,26.81,98857.41,207.50,14.99,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98857.33,207.51,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98858.78,207.38,14.98,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98858.00,207.45,15.04,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98858.52,207.41,14.98,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98858.69,207.39,14.99,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.82,98857.02,207.53,15.01,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98858.44,207.41,14.93,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98857.14,207.52,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98856.38,207.59,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98857.42,207.50,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98857.85,207.46,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98855.44,207.67,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98855.10,207.70,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98857.50,207.49,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98856.89,207.55,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98855.17,207.69,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98857.50,207.49,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98856.55,207.57,14.99,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98859.21,207.35,14.99,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98858.78,207.38,15.03,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98858.61,207.40,15.00,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98858.17,207.44,14.99,"ambient
"
1.57,1.15,1.40,2.11,0.00,0.00,26.81,98855.61,207.65,14.99,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.81,98857.33,207.51,14.99,"ambient
"
1.56,1.15,1.41,2.11,0.00,0.00,26.81,98856.47,207.58,15.01,"ambient
"
1.56,1.15,1.40,2.12,0.00,0.00,26.81,98857.25,207.51,15.01,"ambient
"
1.56,1.15,1.40,2.11,0.00,0.00,26.80,98855.02,207.70,15.01,"ambient
"
